model_id,model_name,node_id,node_name,expert,benchmark,benchmark_task,low_ci,high_ci,mode,confidence,min,max,row_index,row_type,row_valid,validation_errors,validation_warnings,method,success,status,message,alpha,beta,a,b,pert_lambda,support_upper_bound_used,fitted_mode,fitted_mass,q_low,q_high,fitted_low_quantile,fitted_high_quantile,mode_error,mass_error,low_error,high_error,loss,unified_score
RM6,OC3 + Financial + DDoS,node-1758548793791-1-216,Resource Development: Build Compromise Botnet - Uncertainty,Defensive Security Specialist,BountyBench,librechat,0.56,0.71,0.63,0.7,0.0,1.0,3,probability,True,,,beta_quantile_mode,True,0,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,28.468060496913434,16.627734721803755,,,,,0.6373721695471493,0.7050627336740547,0.15000000000000002,0.85,0.5567625127490033,0.70545151255663,0.007372169547149254,0.005062733674054742,-0.0032374872509967068,-0.004548487443369997,8.55189455547756e-05,0.00011115021780918341
RM6,OC3 + Financial + DDoS,node-1758548793791-1-216,Resource Development: Build Compromise Botnet - Uncertainty,Defensive Security Specialist,BountyBench,librechat,0.56,0.71,0.63,0.7,0.0,1.0,3,probability,True,,,beta_concentration,True,0,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,28.068250334932607,16.89722638718264,,,,,0.63,0.6999937061784595,0.15000000000000002,0.85,0.5493048643046101,0.6988028368402748,0.0,-6.29382154049285e-06,-0.010695135695389935,-0.011197163159725187,3.961218958357179e-11,0.00023976242998050045
RM6,OC3 + Financial + DDoS,node-1758548793791-1-216,Resource Development: Build Compromise Botnet - Uncertainty,Defensive Security Specialist,BountyBench,Paddle,0.57,0.71,0.65,0.7,0.0,1.0,4,probability,True,,,beta_ls_mass_mode,True,0,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,32.58555872015094,18.00777545207364,,,,,0.6499977673523152,0.6999904115901886,0.15000000000000002,0.85,0.5742487845939772,0.7135559044942663,-2.2326476848411048e-06,-9.588409811356335e-06,0.004248784593977262,0.0035559044942663487,9.692231839514077e-11,3.0696724220680536e-05
RM6,OC3 + Financial + DDoS,node-1758548793791-1-216,Resource Development: Build Compromise Botnet - Uncertainty,Defensive Security Specialist,BountyBench,Paddle,0.57,0.71,0.65,0.7,0.0,1.0,4,probability,True,,,beta_quantile_mode,True,0,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,32.02403006397371,17.894787389326552,,,,,0.6474289582418947,0.6976969138947121,0.15000000000000002,0.85,0.571121397893747,0.7115920637863942,-0.002571041758105297,-0.0023030861052878437,0.0011213978937471003,0.0015920637863942044,1.040245605796946e-05,1.570666166633939e-05
RM6,OC3 + Financial + DDoS,node-1758548793791-1-216,Resource Development: Build Compromise Botnet - Uncertainty,Defensive Security Specialist,BountyBench,Paddle,0.57,0.71,0.65,0.7,0.0,1.0,4,probability,True,,,beta_concentration,True,0,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,32.58745031418825,18.00862709225521,,,,,0.65,0.700002348366964,0.15000000000000002,0.85,0.5742532509686739,0.7135563849315745,0.0,2.3483669640000926e-06,0.004253250968673905,0.0035563849315745077,5.514827397607012e-12,3.073802309888313e-05
RM6,OC3 + Financial + DDoS,node-1758548793791-1-216,Resource Development: Build Compromise Botnet - Uncertainty,Defensive Security Specialist,BountyBench,fastAPI,0.55,0.74,0.66,0.75,0.0,1.0,5,probability,True,,,beta_ls_mass_mode,True,0,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,21.72322114833454,11.675599986794829,,,,,0.6599999744942385,0.7500000965041398,0.125,0.875,0.5548840440646876,0.7438666777378058,-2.5505761502842006e-08,9.650413979045425e-08,0.004884044064687565,0.0038666777378058015,9.963592866535392e-15,3.8805083163816415e-05
RM6,OC3 + Financial + DDoS,node-1758548793791-1-216,Resource Development: Build Compromise Botnet - Uncertainty,Defensive Security Specialist,BountyBench,fastAPI,0.55,0.74,0.66,0.75,0.0,1.0,5,probability,True,,,beta_quantile_mode,True,0,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,21.32170634422245,11.603020030660048,,,,,0.6571345562730032,0.7474620178095233,0.125,0.875,0.5512032136279905,0.7418965283685909,-0.002865443726996819,-0.0025379821904767397,0.0012032136279904737,0.0018965283685908885,1.3255310640037437e-05,1.9696664239214544e-05
RM6,OC3 + Financial + DDoS,node-1758548793791-1-216,Resource Development: Build Compromise Botnet - Uncertainty,Defensive Security Specialist,BountyBench,fastAPI,0.55,0.74,0.66,0.75,0.0,1.0,5,probability,True,,,beta_concentration,True,0,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,21.72325840874945,11.675617968143655,,,,,0.66,0.7500004778348145,0.125,0.875,0.5548841654745807,0.7438666391222435,0.0,4.778348144940381e-07,0.004884165474580704,0.003866639122243498,2.283261099425518e-13,3.880597071307623e-05
RM6,OC3 + Financial + DDoS,node-1758548793791-1-216,Resource Development: Build Compromise Botnet - Uncertainty,Defensive Security Specialist,BountyBench,MLFlow0,0.47,0.73,0.62,0.7,0.0,1.0,6,probability,True,,,beta_ls_mass_mode,True,0,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,9.161849953256082,6.002378627362798,,,,,0.6200021446963035,0.699999365126281,0.15000000000000002,0.85,0.4739753126948723,0.733280991807656,2.144696303552074e-06,-6.348737189298959e-07,0.003975312694872335,0.003280991807656064,5.002786873457805e-12,2.6568023266706226e-05
RM6,OC3 + Financial + DDoS,node-1758548793791-1-216,Resource Development: Build Compromise Botnet - Uncertainty,Defensive Security Specialist,BountyBench,MLFlow0,0.47,0.73,0.62,0.7,0.0,1.0,6,probability,True,,,beta_quantile_mode,True,0,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,9.0461647510098,5.981747141276454,,,,,0.6176096996613774,0.698092469751357,0.15000000000000002,0.85,0.4710449677332463,0.7317858942577938,-0.002390300338622642,-0.0019075302486429857,0.0010449677332463048,0.001785894257793852,9.99491157236649e-06,1.363358322185446e-05
RM6,OC3 + Financial + DDoS,node-1758548793791-1-216,Resource Development: Build Compromise Botnet - Uncertainty,Defensive Security Specialist,BountyBench,MLFlow0,0.47,0.73,0.62,0.7,0.0,1.0,6,probability,True,,,beta_concentration,True,0,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,9.161830736636915,6.002412386971012,,,,,0.62,0.6999999644721788,0.15000000000000002,0.85,0.4739734239171231,0.7332792082004993,0.0,-3.552782112947739e-08,0.003973423917123131,0.0032792082004993173,1.26222607420814e-15,2.6541304048650324e-05
RM6,OC3 + Financial + DDoS,node-1758548793791-1-216,Resource Development: Build Compromise Botnet - Uncertainty,Defensive Security Specialist,BountyBench,cURL,0.48,0.76,0.62,0.75,0.0,1.0,7,probability,True,,,beta_ls_mass_mode,True,0,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,9.57859712032335,6.257845215359305,,,,,0.6200002075822696,0.7499998742111815,0.125,0.875,0.46294343171795843,0.7434357234976754,2.0758226959571857e-07,-1.2578881847247203e-07,-0.01705656828204155,-0.016564276502324615,5.891322550321011e-14,0.0005653017776643225
RM6,OC3 + Financial + DDoS,node-1758548793791-1-216,Resource Development: Build Compromise Botnet - Uncertainty,Defensive Security Specialist,BountyBench,cURL,0.48,0.76,0.62,0.75,0.0,1.0,7,probability,True,,,beta_quantile_mode,True,0,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,9.925020048773652,6.211409677703665,,,,,0.631348948883269,0.7578545170376256,0.125,0.875,0.47504327083095954,0.7515377128873405,0.011348948883268983,0.00785451703762563,-0.004956729169040441,-0.008462287112659506,0.0002249781079873518,0.00028667154588170313
RM6,OC3 + Financial + DDoS,node-1758548793791-1-216,Resource Development: Build Compromise Botnet - Uncertainty,Defensive Security Specialist,BountyBench,cURL,0.48,0.76,0.62,0.75,0.0,1.0,7,probability,True,,,beta_concentration,True,0,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,9.578631334946866,6.257870818193241,,,,,0.62,0.750000706309984,0.125,0.875,0.4629435688512632,0.7434353563198869,0.0,7.063099840554088e-07,-0.017056431148736784,-0.016564643680113122,4.988737935763518e-13,0.0005653092642795838
RM6,OC3 + Financial + DDoS,node-1758548793791-1-216,Resource Development: Build Compromise Botnet - Uncertainty,Defensive Security Specialist,BountyBench,gunicorn,0.58,0.7,0.64,0.7,0.0,1.0,8,probability,True,,,beta_ls_mass_mode,True,0,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,43.771734992729925,25.058844687691717,,,,,0.6400024539254464,0.7000041422495998,0.15000000000000002,0.85,0.5757782713242134,0.6958698195360274,2.453925446399552e-06,4.142249599881076e-06,-0.004221728675786518,-0.00413018046397251,2.3179981844202173e-11,3.488140685692021e-05
RM6,OC3 + Financial + DDoS,node-1758548793791-1-216,Resource Development: Build Compromise Botnet - Uncertainty,Defensive Security Specialist,BountyBench,gunicorn,0.58,0.7,0.64,0.7,0.0,1.0,8,probability,True,,,beta_quantile_mode,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,44.18388438225447,24.99694607044202,,,,,0.6428006931629284,0.7020958574258149,0.15000000000000002,0.85,0.5787658301818366,0.698354953467659,0.0028006931629284137,0.002095857425814973,-0.0012341698181633776,-0.001645046532340988,1.2073235426506497e-05,1.6465853775850263e-05
RM6,OC3 + Financial + DDoS,node-1758548793791-1-216,Resource Development: Build Compromise Botnet - Uncertainty,Defensive Security Specialist,BountyBench,gunicorn,0.58,0.7,0.64,0.7,0.0,1.0,8,probability,True,,,beta_concentration,True,0,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,43.771180145044255,25.058788831587393,,,,,0.64,0.7000007577271778,0.15000000000000002,0.85,0.5757755006390357,0.6958677545402058,0.0,7.577271778913541e-07,-0.004224499360964251,-0.0041322454597941816,5.741504761151959e-13,3.492184796492747e-05
RM6,OC3 + Financial + DDoS,node-1758548793791-1-216,Resource Development: Build Compromise Botnet - Uncertainty,Defensive Security Specialist,BountyBench,MLFlow1,0.57,0.72,0.64,0.7,0.0,1.0,9,probability,True,,,beta_ls_mass_mode,True,0,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,28.18723030073675,16.29260195143877,,,,,0.6400032405811681,0.6999960512091565,0.15000000000000002,0.85,0.558780467984214,0.7082782378217034,3.2405811680735752e-06,-3.948790843422145e-06,-0.01121953201578596,-0.011721762178296569,2.6094315431967675e-11,0.0002632776333121055
RM6,OC3 + Financial + DDoS,node-1758548793791-1-216,Resource Development: Build Compromise Botnet - Uncertainty,Defensive Security Specialist,BountyBench,MLFlow1,0.57,0.72,0.64,0.7,0.0,1.0,9,probability,True,,,beta_quantile_mode,True,0,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,28.637772434894064,16.031829651921242,,,,,0.647715729306836,0.705803885389148,0.15000000000000002,0.85,0.5666615758254852,0.7151670090064433,0.00771572930683595,0.005803885389148,-0.003338424174514798,-0.004832990993556718,9.403535664915234e-05,0.00012772044225951797
RM6,OC3 + Financial + DDoS,node-1758548793791-1-216,Resource Development: Build Compromise Botnet - Uncertainty,Defensive Security Specialist,BountyBench,MLFlow1,0.57,0.72,0.64,0.7,0.0,1.0,9,probability,True,,,beta_concentration,True,0,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,28.18747419509395,16.292954234740346,,,,,0.64,0.699996220684599,0.15000000000000002,0.85,0.5587778297116412,0.7082748687828981,0.0,-3.7793154009646557e-06,-0.011222170288358702,-0.011725131217101836,1.4283224899968637e-11,0.0002634158223224017
RM6,OC3 + Financial + DDoS,node-1758548793791-1-216,Resource Development: Build Compromise Botnet - Uncertainty,Defensive Security Specialist,BountyBench,pytorchLightning,0.62,0.76,0.68,0.7,0.0,1.0,10,probability,True,,,beta_ls_mass_mode,True,0,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,33.33998082923283,16.21872929934853,,,,,0.6800012183214672,0.7000001854526697,0.15000000000000002,0.85,0.6036088257766141,0.7414576051550701,1.2183214671557252e-06,1.8545266977643138e-07,-0.016391174223385874,-0.01854239484492992,1.5186998900596849e-12,0.0006124910005253731
RM6,OC3 + Financial + DDoS,node-1758548793791-1-216,Resource Development: Build Compromise Botnet - Uncertainty,Defensive Security Specialist,BountyBench,pytorchLightning,0.62,0.76,0.68,0.7,0.0,1.0,10,probability,True,,,beta_quantile_mode,True,0,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,33.62271701996168,15.534625573183867,,,,,0.6917844650708431,0.711621374270746,0.15000000000000002,0.85,0.6152114313503927,0.7523132489738802,0.011784465070843075,0.011621374270746054,-0.0047885686496073054,-0.00768675102611982,0.00022089014805547652,0.00035594648799623494
RM6,OC3 + Financial + DDoS,node-1758548793791-1-216,Resource Development: Build Compromise Botnet - Uncertainty,Defensive Security Specialist,BountyBench,pytorchLightning,0.62,0.76,0.68,0.7,0.0,1.0,10,probability,True,,,beta_concentration,True,0,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,33.342505429960575,16.220002555275563,,,,,0.68,0.7000161241073066,0.15000000000000002,0.85,0.6036108263745928,0.7414544170935127,0.0,1.61241073066698e-05,-0.01638917362540715,-0.018545582906487335,2.599868364370024e-10,0.000612543917451973
RM6,OC3 + Financial + DDoS,node-1758548793791-1-216,Resource Development: Build Compromise Botnet - Uncertainty,Malware Reverse Engineer,BountyBench,,0.4,0.85,0.6,0.9,0.0,1.0,11,probability,True,,,beta_ls_mass_mode,True,0,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,7.691674653009383,5.461086464273568,,,,,0.6000016123935071,0.8999943100945306,0.04999999999999999,0.95,0.3613531870849829,0.7930304398549899,1.612393507155474e-06,-5.689905469452583e-06,-0.03864681291501715,-0.05696956014501009,3.497483707322355e-11,0.004739106966579095
RM6,OC3 + Financial + DDoS,node-1758548793791-1-216,Resource Development: Build Compromise Botnet - Uncertainty,Malware Reverse Engineer,BountyBench,,0.4,0.85,0.6,0.9,0.0,1.0,11,probability,True,,,beta_quantile_mode,True,0,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,7.662677628927888,4.847809261457195,,,,,0.6339076104098333,0.9117026710505911,0.04999999999999999,0.95,0.3836730333338753,0.8200929760464322,0.033907610409833366,0.011702671050591085,-0.01632696666612471,-0.029907023953567813,0.0023107259659810664,0.002447678475699409
RM6,OC3 + Financial + DDoS,node-1758548793791-1-216,Resource Development: Build Compromise Botnet - Uncertainty,Malware Reverse Engineer,BountyBench,,0.4,0.85,0.6,0.9,0.0,1.0,11,probability,True,,,beta_concentration,True,0,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,7.6919938126192315,5.461329208412821,,,,,0.6,0.8999998458157618,0.04999999999999999,0.95,0.36135708853954196,0.7930259022864498,0.0,-1.5418423826574212e-07,-0.03864291146045806,-0.05697409771355022,2.3772779329587138e-14,0.004739322416437743
RM6,OC3 + Financial + DDoS,node-1758548793791-1-216,Resource Development: Build Compromise Botnet - Uncertainty,Malware Reverse Engineer,BountyBench,Agentscope,0.58,0.72,0.65,0.7,0.0,1.0,12,probability,True,,,beta_ls_mass_mode,True,0,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,32.1832969789701,17.790638568533563,,,,,0.650004979226532,0.7000032889757799,0.15000000000000002,0.85,0.5737480343943717,0.7139189211000307,4.979226531975911e-06,3.288975779947023e-06,-0.00625196560562824,-0.006081078899969228,3.5610058537810987e-11,7.606663013166798e-05
RM6,OC3 + Financial + DDoS,node-1758548793791-1-216,Resource Development: Build Compromise Botnet - Uncertainty,Malware Reverse Engineer,BountyBench,Agentscope,0.58,0.72,0.65,0.7,0.0,1.0,12,probability,True,,,beta_quantile_mode,True,0,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,32.65521952716522,17.737887236186427,,,,,0.6541266234871674,0.7034192401843512,0.15000000000000002,0.85,0.5782276432689437,0.7174492362509504,0.0041266234871674135,0.0034192401843512465,-0.001772356731056246,-0.0025507637490496116,2.6676665490427756e-05,3.83678689287101e-05
RM6,OC3 + Financial + DDoS,node-1758548793791-1-216,Resource Development: Build Compromise Botnet - Uncertainty,Malware Reverse Engineer,BountyBench,Agentscope,0.58,0.72,0.65,0.7,0.0,1.0,12,probability,True,,,beta_concentration,True,0,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,32.18233294313782,17.7904869693819,,,,,0.65,0.6999951535210669,0.15000000000000002,0.85,0.5737421195674957,0.713915010827189,0.0,-4.84647893306267e-06,-0.006257880432504304,-0.006084989172810973,2.3488358048620277e-11,7.618818422910507e-05
RM6,OC3 + Financial + DDoS,node-1758548793791-1-216,Resource Development: Build Compromise Botnet - Uncertainty,Malware Reverse Engineer,BountyBench,Imaginairy,0.46,0.76,0.62,0.7,0.0,1.0,13,probability,True,,,beta_ls_mass_mode,True,0,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,6.736877225725028,4.516151921465024,,,,,0.6199999086209725,0.699996542032945,0.15000000000000002,0.85,0.4472254663859389,0.7485284986481252,-9.137902745592896e-08,-3.45796705492063e-06,-0.012774533614061112,-0.011471501351874802,1.1965886279575245e-11,0.00029478406428872894
RM6,OC3 + Financial + DDoS,node-1758548793791-1-216,Resource Development: Build Compromise Botnet - Uncertainty,Malware Reverse Engineer,BountyBench,Imaginairy,0.46,0.76,0.62,0.7,0.0,1.0,13,probability,True,,,beta_quantile_mode,True,0,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,6.976202979379022,4.539429475211072,,,,,0.6280405435895391,0.7067652985717722,0.15000000000000002,0.85,0.4565422298834554,0.7534145356755539,0.008040543589539095,0.006765298571772216,-0.003457770116544634,-0.0065854643244460664,0.00011997485576269922,0.0001657441205279224
RM6,OC3 + Financial + DDoS,node-1758548793791-1-216,Resource Development: Build Compromise Botnet - Uncertainty,Malware Reverse Engineer,BountyBench,Imaginairy,0.46,0.76,0.62,0.7,0.0,1.0,13,probability,True,,,beta_concentration,True,0,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,6.736962947090399,4.5162030966037925,,,,,0.62,0.6999996430029674,0.15000000000000002,0.85,0.44722674041867067,0.7485279170367098,0.0,-3.5699703260227977e-07,-0.012773259581329355,-0.011472082963290164,1.274468812868332e-13,0.00029476484797608154
RM6,OC3 + Financial + DDoS,node-1758548793791-1-216,Resource Development: Build Compromise Botnet - Uncertainty,Malware Reverse Engineer,BountyBench,librechat,0.43,0.73,0.64,0.68,0.0,1.0,14,probability,True,,,beta_ls_mass_mode,True,0,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,7.023277931600786,4.388115048122917,,,,,0.6399985575544009,0.6799999283898367,0.15999999999999998,0.8400000000000001,0.4725496914328081,0.7577648018252815,-1.4424455990758034e-06,-7.161016335466286e-08,0.04254969143280812,0.027764801825281515,2.085777321788835e-12,0.0025813604635101183
RM6,OC3 + Financial + DDoS,node-1758548793791-1-216,Resource Development: Build Compromise Botnet - Uncertainty,Malware Reverse Engineer,BountyBench,librechat,0.43,0.73,0.64,0.68,0.0,1.0,14,probability,True,,,beta_quantile_mode,True,0,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,5.90095590776953,4.02711644264318,,,,,0.6181774952538623,0.659047156735897,0.15999999999999998,0.8400000000000001,0.43963001530649903,0.7484268466680603,-0.021822504746137672,-0.02095284326410307,0.00963001530649904,0.01842684666806027,0.0009085075863268109,0.0013475292271768805
RM6,OC3 + Financial + DDoS,node-1758548793791-1-216,Resource Development: Build Compromise Botnet - Uncertainty,Malware Reverse Engineer,BountyBench,librechat,0.43,0.73,0.64,0.68,0.0,1.0,14,probability,True,,,beta_concentration,True,0,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,7.023330591858702,4.3881234579205195,,,,,0.64,0.6799999896240307,0.15999999999999998,0.8400000000000001,0.47255149402750957,0.7577656416023661,0.0,-1.037596930597573e-08,0.04255149402750957,0.027765641602366165,1.0766073903855046e-16,0.002581560497564337
RM6,OC3 + Financial + DDoS,node-1758548793791-1-216,Resource Development: Build Compromise Botnet - Uncertainty,Malware Reverse Engineer,BountyBench,Paddle,0.43,0.78,0.64,0.72,0.0,1.0,15,probability,True,,,beta_ls_mass_mode,True,0,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,5.423253449589901,3.488205471191468,,,,,0.6399883874430717,0.7200077758103339,0.14,0.86,0.4317174210246861,0.7813242917922429,-1.1612556928275453e-05,7.775810333954247e-06,0.0017174210246860833,0.0013242917922429154,1.9531470476206787e-10,4.703479041740511e-06
RM6,OC3 + Financial + DDoS,node-1758548793791-1-216,Resource Development: Build Compromise Botnet - Uncertainty,Malware Reverse Engineer,BountyBench,Paddle,0.43,0.78,0.64,0.72,0.0,1.0,15,probability,True,,,beta_quantile_mode,True,0,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,5.392230885260293,3.480988852053479,,,,,0.6390354234443388,0.7190079547935146,0.14,0.86,0.43040085042852555,0.7809029571712114,-0.0009645765556611785,-0.0009920452064853258,0.0004008504285255565,0.0009029571712113604,1.906420650822327e-06,2.8905743425328394e-06
