policy_name,budget,n_seeds,mean_error,median_error,error_p25,error_p75,policy_wins_vs_uniform,win_rate_vs_uniform,mean_relative_error_vs_uniform,median_relative_error_vs_uniform,relative_error_p25_vs_uniform,relative_error_p75_vs_uniform,policy_label,policy_order
stochastic_normalized_fragility,225,30,1.4615421569536172e-05,9.414120577894239e-06,4.764176891960156e-06,1.9034499486177345e-05,14.0,0.4666666666666667,1.313703053361291,1.0264351665052591,0.6671737072614414,1.4655603032814086,Stoch proportional,1
stochastic_normalized_fragility,270,30,1.1066475068145457e-05,7.261263931754888e-06,3.888524487640995e-06,1.5922209208133105e-05,12.0,0.4,1.3268832356053806,1.2269576779280733,0.6759656458876532,1.638035491806662,Stoch proportional,1
stochastic_normalized_fragility,315,30,9.644853212768628e-06,7.5934106911797e-06,5.209453625555806e-06,1.3220016954089737e-05,12.0,0.4,1.4071139800070627,1.173512979366411,0.5766289429062713,1.6179297401006956,Stoch proportional,1
stochastic_normalized_fragility,360,30,9.105866401868708e-06,6.813699788378662e-06,4.940593004683583e-06,1.0000166211437689e-05,20.0,0.6666666666666666,1.1930869292856694,0.8472903525430687,0.6477445184333271,1.3952838387636506,Stoch proportional,1
stochastic_normalized_fragility,405,30,9.387314802013418e-06,6.769072673247083e-06,4.542943533120792e-06,1.3195893299259767e-05,14.0,0.4666666666666667,1.265686428711239,1.0692492893505576,0.6841454397563127,1.4284039623153493,Stoch proportional,1
stochastic_normalized_fragility,450,30,8.541747265174788e-06,6.1261953327090525e-06,3.995762217048636e-06,1.1424542796860103e-05,13.0,0.43333333333333335,1.3407774217140107,1.1427418795795963,0.8460036878661776,1.3691576648673283,Stoch proportional,1
stochastic_normalized_fragility,495,30,7.532154231414001e-06,6.499617148209711e-06,3.8066617410386268e-06,1.0466738290205268e-05,13.0,0.43333333333333335,1.3935496308420465,1.155437954291724,0.7771515808227341,1.6265021039972951,Stoch proportional,1
stochastic_normalized_fragility,540,30,7.298537504020688e-06,5.980062255043169e-06,4.254794343752143e-06,1.1275348567031463e-05,10.0,0.3333333333333333,1.6168964763911233,1.6119875695480697,0.9136253752689619,2.2072280945235763,Stoch proportional,1
stochastic_normalized_fragility,585,30,6.1767483216058275e-06,5.838193121576159e-06,3.455476792723384e-06,7.987655611605537e-06,11.0,0.36666666666666664,1.280246385203802,1.1351977520909502,0.8865682603802465,1.4870000662452962,Stoch proportional,1
stochastic_normalized_fragility,630,30,6.026097985566057e-06,5.056688530254004e-06,4.134222023090501e-06,7.825742509719542e-06,11.0,0.36666666666666664,1.2619292501789625,1.2277055798828522,0.7631806858678161,1.5601965375364673,Stoch proportional,1
stochastic_normalized_fragility,675,30,5.091110907941381e-06,3.882515495293857e-06,2.9741895250714716e-06,6.137477652993808e-06,17.0,0.5666666666666667,1.1080575873739167,0.9080530950195393,0.6559993829136044,1.2677610717826178,Stoch proportional,1
stochastic_normalized_fragility,720,30,5.337224396448304e-06,4.824314405335778e-06,2.8917404163229926e-06,7.016152956227784e-06,15.0,0.5,1.1759439246152354,0.9904750664423438,0.8003649080418351,1.5736768085755177,Stoch proportional,1
stochastic_normalized_fragility,765,30,4.645237714927941e-06,3.5659871190904515e-06,2.626552543604379e-06,5.741890437323623e-06,16.0,0.5333333333333333,1.326497686099663,0.9539954952403183,0.5834030060776603,1.6840716617204632,Stoch proportional,1
stochastic_normalized_fragility,810,30,5.827075015450785e-06,4.852776529836433e-06,3.558196533726767e-06,6.673630728849983e-06,9.0,0.3,1.8388954239228843,1.2960164396340934,0.8603074550574723,1.9246210651971063,Stoch proportional,1
stochastic_normalized_fragility,855,30,4.698474125207905e-06,4.727314630500161e-06,2.4361539762983347e-06,7.022001126698079e-06,16.0,0.5333333333333333,1.1456354367121142,0.9723157862521755,0.7682676930636687,1.480345986125607,Stoch proportional,1
stochastic_normalized_fragility,900,30,4.7037957650117445e-06,3.6501710499368037e-06,2.0601443314763298e-06,6.686183729120528e-06,16.0,0.5333333333333333,1.044916490376305,0.9288368660742065,0.5215578644024084,1.3069263263819453,Stoch proportional,1
stochastic_normalized_fragility,945,30,3.3951657241257195e-06,3.080613166788781e-06,1.5370789346407297e-06,5.190317370621114e-06,15.0,0.5,1.295497058277594,0.9678446219092784,0.5588734664520334,1.5586773833318157,Stoch proportional,1
stochastic_normalized_fragility,990,30,3.293187517350898e-06,3.251447147850893e-06,1.7597056412710845e-06,4.492173253313884e-06,19.0,0.6333333333333333,1.0898476693899006,0.7344213206058725,0.5638484949083306,1.3748485422298322,Stoch proportional,1
stochastic_normalized_fragility,1035,30,4.272272953541022e-06,2.609527115487457e-06,1.7848185599874508e-06,5.580221433039611e-06,15.0,0.5,1.0916500170705379,0.9511780590200656,0.5410597118244895,1.4522367928193995,Stoch proportional,1
stochastic_normalized_fragility,1080,30,3.3344302264315992e-06,2.716427705767743e-06,1.5738424263317746e-06,4.530747188321758e-06,16.0,0.5333333333333333,1.409655458453741,0.885376455279981,0.5809348708055697,1.5717471608525924,Stoch proportional,1
stochastic_normalized_fragility,1125,30,3.8101871070676287e-06,2.9282179738692507e-06,2.122843186734838e-06,4.980399393752769e-06,17.0,0.5666666666666667,1.5337530493873133,0.8424419529781564,0.6050713042582302,1.326616233845392,Stoch proportional,1
stochastic_normalized_fragility,1170,30,3.912372023439519e-06,2.768766523060426e-06,1.8310152785399717e-06,4.670899780358995e-06,13.0,0.43333333333333335,1.3767108693908028,1.0535287791775196,0.6609382841054932,1.6651334958388528,Stoch proportional,1
stochastic_normalized_fragility,1215,30,4.771423043328373e-06,3.3407686672144452e-06,1.6211713100986863e-06,6.095109549599324e-06,15.0,0.5,2.000014625857007,0.9570467431541787,0.5977195699325797,2.145775554403638,Stoch proportional,1
stochastic_normalized_fragility,1260,30,4.174643752918568e-06,2.555075888180041e-06,1.4296825578194156e-06,5.797373206077513e-06,13.0,0.43333333333333335,1.93334837168617,1.237312706506434,0.45087414259030467,1.9150526514471218,Stoch proportional,1
stochastic_normalized_fragility,1305,30,3.6735849017282582e-06,2.727705042477616e-06,1.7244455054630388e-06,3.676610713382493e-06,16.0,0.5333333333333333,1.620705973392867,0.9277220245082725,0.5581139091225403,2.1572535393667542,Stoch proportional,1
stochastic_normalized_fragility,1350,30,2.9919098737501496e-06,2.36531190891463e-06,1.457647470016849e-06,4.236619475624649e-06,14.0,0.4666666666666667,1.1998196650603374,1.0480559436565566,0.45497741581410334,1.661239523590909,Stoch proportional,1
stochastic_normalized_fragility,1395,30,3.1699632806956397e-06,2.3763039568689977e-06,1.8663143400818172e-06,4.468210825115168e-06,19.0,0.6333333333333333,1.202387496095735,0.7339117542001525,0.40450008703890916,1.8101539565207538,Stoch proportional,1
stochastic_normalized_fragility,1440,30,3.4177873549211888e-06,2.912102020221693e-06,2.0460579629415575e-06,4.472113341274611e-06,12.0,0.4,1.5426921340065227,1.1767008615226233,0.6613253543533498,2.1416312402705295,Stoch proportional,1
stochastic_normalized_fragility,1485,30,3.2341532721579735e-06,2.6508764387476317e-06,1.4524361330613937e-06,4.450988419994901e-06,15.0,0.5,1.2377540029763705,1.0099259911354452,0.5939050954614207,1.5741934531107413,Stoch proportional,1
stochastic_normalized_fragility,1530,30,3.022358625806781e-06,2.3750619018006673e-06,1.7355463809034155e-06,3.548797245269788e-06,17.0,0.5666666666666667,1.2150803195989286,0.8453887786108241,0.40888018149148536,1.3561279513723004,Stoch proportional,1
stochastic_normalized_fragility,1575,30,3.2113492218413254e-06,2.4107607179601254e-06,1.5167639568904181e-06,3.5728595299336338e-06,14.0,0.4666666666666667,1.3127329162109695,1.0079912990079731,0.7402955841478257,1.5316105378756273,Stoch proportional,1
stochastic_normalized_fragility,1620,30,3.1776076376268784e-06,2.089189006490984e-06,1.2472488114768861e-06,3.4518718093269933e-06,17.0,0.5666666666666667,1.1046678554608016,0.8534072577115213,0.4738643836575105,1.6463617874750915,Stoch proportional,1
stochastic_normalized_fragility,1665,30,2.989737422113801e-06,2.2784280056139573e-06,1.4115144409779686e-06,4.018065174136481e-06,16.0,0.5333333333333333,1.2232680621384955,0.88235362436696,0.5116678156534218,1.6507917511951768,Stoch proportional,1
stochastic_normalized_fragility,1710,30,2.3731858878216607e-06,1.9060068335485328e-06,1.2427175379646244e-06,3.1687132299489423e-06,18.0,0.6,1.3344102923590324,0.9230498368041066,0.5544690691290396,1.215536126567569,Stoch proportional,1
stochastic_normalized_fragility,1755,30,2.3307359188269244e-06,1.8618426284392573e-06,1.175737409232052e-06,3.187896454181102e-06,15.0,0.5,1.2505442427481885,0.9785222445186232,0.5704695136762864,1.4869828200331014,Stoch proportional,1
stochastic_normalized_fragility,1798,30,0.0,0.0,0.0,0.0,0.0,0.0,,,,,Stoch proportional,1
epsilon_greedy_eps0.2,45,30,4.994846867156099e-05,4.6291629793680336e-05,2.4054123116245277e-05,7.234026798339375e-05,0.0,0.0,1.0,1.0,1.0,1.0,Eps-greedy 0.2,2
epsilon_greedy_eps0.2,90,30,6.0664840391773614e-05,5.646348307312654e-05,2.32365458015901e-05,8.643757694061285e-05,4.0,0.13333333333333333,3.930025415451349,2.677253124524796,1.5177108402147015,4.654343093099288,Eps-greedy 0.2,2
epsilon_greedy_eps0.2,135,30,4.859540640602086e-05,3.607313682248618e-05,2.2337493109910475e-05,6.440097048704963e-05,4.0,0.13333333333333333,4.560516218793272,2.4332246348602133,1.4911026502666762,6.058625316053583,Eps-greedy 0.2,2
epsilon_greedy_eps0.2,180,30,2.95406590340715e-05,2.513003199383887e-05,1.0241772411609517e-05,3.3792646418119896e-05,9.0,0.3,4.33580066126484,2.4873106083516383,0.8301085043027019,3.577278996279607,Eps-greedy 0.2,2
epsilon_greedy_eps0.2,225,30,2.1492092258135905e-05,1.684723122354269e-05,8.03494873264699e-06,2.9571484844035897e-05,13.0,0.43333333333333335,2.40429600759288,1.2183006075153244,0.8383593652926069,3.5522970465906,Eps-greedy 0.2,2
epsilon_greedy_eps0.2,270,30,1.686807599134245e-05,1.2770458392688248e-05,6.7579297244784685e-06,2.0192537275661365e-05,11.0,0.36666666666666664,3.328643619382187,1.6712127975477538,0.7136966442617845,3.8855530771799454,Eps-greedy 0.2,2
epsilon_greedy_eps0.2,315,30,1.6052902019369145e-05,1.1087694753894562e-05,5.801522052470373e-06,1.8336944729732102e-05,11.0,0.36666666666666664,2.9496603159396244,1.519684111084036,0.6804161346178887,2.7905364373402364,Eps-greedy 0.2,2
epsilon_greedy_eps0.2,360,30,1.420899499767838e-05,9.869162998014942e-06,5.836180170467706e-06,1.6601220969046364e-05,14.0,0.4666666666666667,2.0085933379466168,1.242572656834038,0.7542835190670156,3.111580385648235,Eps-greedy 0.2,2
epsilon_greedy_eps0.2,405,30,1.2284036231359152e-05,7.208864219077567e-06,4.30559479449095e-06,1.6783005567962488e-05,9.0,0.3,1.762882797157585,1.3899406179371874,0.7129305770184302,2.183861759404312,Eps-greedy 0.2,2
epsilon_greedy_eps0.2,450,30,1.2160281491953984e-05,1.112249679729008e-05,4.351537335008116e-06,1.8025990660657705e-05,7.0,0.23333333333333334,2.1547770171846383,1.754747416475475,1.0237632845102542,2.394747515183738,Eps-greedy 0.2,2
epsilon_greedy_eps0.2,495,30,1.1178131403579619e-05,9.324127401158844e-06,5.298940065738296e-06,1.4243706762747437e-05,9.0,0.3,2.4224965858500065,1.7121356773996892,0.9784312600600237,2.7670846132751694,Eps-greedy 0.2,2
epsilon_greedy_eps0.2,540,30,9.16118329861238e-06,7.873627850230997e-06,3.7223983682519874e-06,1.3300301456448059e-05,7.0,0.23333333333333334,2.1728399434311716,1.7373409521055216,1.0550918987420008,2.451173454451387,Eps-greedy 0.2,2
epsilon_greedy_eps0.2,585,30,9.85615565566063e-06,6.599363857110778e-06,4.213443599877084e-06,1.0875518740045185e-05,7.0,0.23333333333333334,2.0101737072650323,1.4582362528507453,1.1539241883676552,2.397977990753671,Eps-greedy 0.2,2
epsilon_greedy_eps0.2,630,30,9.032466892526388e-06,6.876769070626428e-06,3.7884070489535026e-06,1.3338740066143132e-05,12.0,0.4,2.329463362109694,1.5941300832693304,0.7681370496892544,2.3591363784384773,Eps-greedy 0.2,2
epsilon_greedy_eps0.2,675,30,7.606523882680616e-06,5.312059069940234e-06,4.277243700533657e-06,1.1216459778224535e-05,12.0,0.4,2.251899537149192,1.1882587593860343,0.7001642853696314,2.505292956363998,Eps-greedy 0.2,2
epsilon_greedy_eps0.2,720,30,8.309916841049661e-06,7.967348873901573e-06,4.588716197651751e-06,1.0980755712831654e-05,8.0,0.26666666666666666,1.9629017123774097,1.2918595584195354,0.9251032666045256,2.539412625218716,Eps-greedy 0.2,2
epsilon_greedy_eps0.2,765,30,8.116506519791876e-06,6.198282160746851e-06,4.504230727321938e-06,9.205773475053482e-06,8.0,0.26666666666666666,2.2556065473959728,1.6028750454302978,1.019895332018221,2.6361289486747843,Eps-greedy 0.2,2
epsilon_greedy_eps0.2,810,30,7.688243159201463e-06,6.8539861773068784e-06,4.2972859755379675e-06,9.418177342477587e-06,6.0,0.2,2.540722804778377,1.528396340758353,1.120623474886695,3.08244141248668,Eps-greedy 0.2,2
epsilon_greedy_eps0.2,855,30,7.334723450128874e-06,5.423045618088716e-06,3.664611861141046e-06,9.148698605378114e-06,8.0,0.26666666666666666,1.829456997418995,1.4088126578126072,0.9470854690550004,2.3712609554284887,Eps-greedy 0.2,2
epsilon_greedy_eps0.2,900,30,6.586625015473421e-06,5.630237401074821e-06,3.480821240214626e-06,7.48336841708075e-06,15.0,0.5,1.588846763542284,1.0675233899798087,0.6859657170104253,2.2916269607590967,Eps-greedy 0.2,2
epsilon_greedy_eps0.2,945,30,6.273289560639327e-06,3.8727558515508675e-06,2.6148715827265143e-06,9.307090980593763e-06,8.0,0.26666666666666666,2.2039785921678883,1.4968719849489727,1.004540188815512,2.3764040420103045,Eps-greedy 0.2,2
epsilon_greedy_eps0.2,990,30,4.95046686081387e-06,3.6111661552859363e-06,1.8147741226494853e-06,6.175239985055892e-06,12.0,0.4,1.593895219148856,1.2431060745698002,0.5549837445543568,2.2407806680104265,Eps-greedy 0.2,2
epsilon_greedy_eps0.2,1035,30,5.5430410102754e-06,4.612687234178913e-06,3.4699297935804975e-06,6.7968927158481816e-06,13.0,0.43333333333333335,1.6620344615220006,1.2509421596195498,0.6584294657904086,2.21811062184944,Eps-greedy 0.2,2
epsilon_greedy_eps0.2,1080,30,5.017630537032952e-06,3.968589962285532e-06,2.271799655002767e-06,5.575970667991333e-06,7.0,0.23333333333333334,2.224233066186537,1.4713697509346286,1.0348375185806584,2.3316224420586114,Eps-greedy 0.2,2
epsilon_greedy_eps0.2,1125,30,4.136996373202865e-06,4.051300023622561e-06,1.9407342034794084e-06,5.350114279121201e-06,13.0,0.43333333333333335,1.692014908328237,1.1160483963534853,0.7403784354357494,2.1113654129322823,Eps-greedy 0.2,2
epsilon_greedy_eps0.2,1170,30,4.106418638974995e-06,3.2396926999691687e-06,2.6072607232050522e-06,5.411163526723938e-06,14.0,0.4666666666666667,1.6791336194302824,1.0315740694779172,0.6514169880558223,2.005724379711663,Eps-greedy 0.2,2
epsilon_greedy_eps0.2,1215,30,4.902833513189728e-06,3.94343288986426e-06,2.396912118273177e-06,7.442046117129298e-06,13.0,0.43333333333333335,1.7419840283061758,1.2703638691081878,0.6910511419940717,2.295060485696572,Eps-greedy 0.2,2
epsilon_greedy_eps0.2,1260,30,4.676886045429697e-06,3.980716751548301e-06,2.0160841980562673e-06,6.519279485578885e-06,11.0,0.36666666666666664,1.8595699913672736,1.3045362615990697,0.851696272983343,2.7586694376743632,Eps-greedy 0.2,2
epsilon_greedy_eps0.2,1305,30,4.742143101436473e-06,4.288045197967353e-06,2.520540631805428e-06,5.254271761622091e-06,7.0,0.23333333333333334,2.231195209308157,1.4053436502050096,1.0714954979513607,2.0569698078643937,Eps-greedy 0.2,2
epsilon_greedy_eps0.2,1350,30,4.6681635312696356e-06,4.6752689510696215e-06,2.844978090763533e-06,6.230306825074369e-06,10.0,0.3333333333333333,2.0092487863348825,1.2230466288272117,0.9049846929692594,2.7127021025247715,Eps-greedy 0.2,2
epsilon_greedy_eps0.2,1395,30,3.498361464200614e-06,2.3561131760142604e-06,1.579004600052919e-06,3.877666359740715e-06,19.0,0.6333333333333333,1.2238146810295345,0.8363006605198318,0.3981124685722661,1.587651031907209,Eps-greedy 0.2,2
epsilon_greedy_eps0.2,1440,30,4.748740477975152e-06,3.3010690653993912e-06,2.070101859922395e-06,5.803781605807474e-06,13.0,0.43333333333333335,2.477891498977289,1.1430503270611232,0.4910820717157597,3.5770138786416203,Eps-greedy 0.2,2
epsilon_greedy_eps0.2,1485,30,3.7288905688207416e-06,3.0866063698417508e-06,2.1721403286544554e-06,4.293938169725625e-06,9.0,0.3,1.6045755310266903,1.2217572325565227,0.6982590389691972,1.9011799900516808,Eps-greedy 0.2,2
epsilon_greedy_eps0.2,1530,30,4.2612680464840316e-06,3.8479494332975204e-06,1.9398427452272615e-06,5.89459466143453e-06,18.0,0.6,1.635884735438379,0.8844959290902836,0.6566878758339596,1.468436797911127,Eps-greedy 0.2,2
epsilon_greedy_eps0.2,1575,30,4.0922092099843025e-06,2.60932433043863e-06,2.0848210314566233e-06,5.4286529170922686e-06,11.0,0.36666666666666664,1.9587750568506044,1.5234497128003623,0.8078687329623071,2.2536815920788684,Eps-greedy 0.2,2
epsilon_greedy_eps0.2,1620,30,2.802056486012056e-06,2.3714574657012334e-06,1.7188055682056169e-06,3.073160570674272e-06,19.0,0.6333333333333333,1.0959803954038554,0.8261849684138113,0.5051686921180346,1.3962601352591826,Eps-greedy 0.2,2
epsilon_greedy_eps0.2,1665,30,3.552045855862659e-06,2.421653980461778e-06,1.9426189959446724e-06,3.608918085054407e-06,15.0,0.5,1.6120811579932743,1.0317201631722912,0.6394364900683569,1.5433828627639843,Eps-greedy 0.2,2
epsilon_greedy_eps0.2,1710,30,3.0235134306127167e-06,2.631617790646544e-06,1.4172045642242922e-06,4.28039975678894e-06,14.0,0.4666666666666667,1.5543312826969933,1.0489098740648148,0.6489962844507466,1.7466928779610176,Eps-greedy 0.2,2
epsilon_greedy_eps0.2,1755,30,3.175428180601691e-06,2.0158379248194885e-06,1.2917720941862533e-06,3.895394728942047e-06,15.0,0.5,1.7869755919149122,1.0164378816509605,0.45402483528957,2.537390876631888,Eps-greedy 0.2,2
epsilon_greedy_eps0.2,1798,30,0.0,0.0,0.0,0.0,0.0,0.0,,,,,Eps-greedy 0.2,2
exploration_bonus_c1.0,45,30,4.994846867156099e-05,4.6291629793680336e-05,2.4054123116245277e-05,7.234026798339375e-05,0.0,0.0,1.0,1.0,1.0,1.0,Bonus c=1.0,3
exploration_bonus_c1.0,90,30,4.805694022088256e-05,3.131789230208229e-05,1.744722306008997e-05,6.952656517177801e-05,7.0,0.23333333333333334,3.0822244233317204,1.7086721809288175,1.0190954478823417,4.479368693940869,Bonus c=1.0,3
exploration_bonus_c1.0,135,30,5.3899770676574126e-05,5.6468445050637255e-05,2.0697620494354884e-05,7.778836421986112e-05,2.0,0.06666666666666667,5.295189648212014,2.5470178489162816,1.9131956422728298,5.544953234708641,Bonus c=1.0,3
exploration_bonus_c1.0,180,30,4.4853028137464905e-05,4.433223059057788e-05,1.7471272141290032e-05,6.692383748484337e-05,4.0,0.13333333333333333,8.79231063827225,3.209124946365373,1.6462704442119644,4.270786263837155,Bonus c=1.0,3
exploration_bonus_c1.0,225,30,4.4250556507643636e-05,3.72718580269488e-05,1.6867711930854895e-05,6.549467155882116e-05,3.0,0.1,4.868023515116463,3.6533072501977832,1.7087308984366902,5.511438590538087,Bonus c=1.0,3
exploration_bonus_c1.0,270,30,4.013126961296777e-05,3.149853395837383e-05,1.7237386094374114e-05,5.947302894392342e-05,5.0,0.16666666666666666,8.209052455137307,6.275732983159155,1.8537086864011232,10.363778094020555,Bonus c=1.0,3
