policy_name,baseline_policy,reveal_seed,n_budgets,policy_wins,policy_win_fraction,policy_auc,baseline_auc,policy_minus_baseline_auc
stochastic_exploration_bonus_c0.5,uniform_step_balanced,1010,40,16,0.4,0.010048295754393375,0.008861721009250959,0.0011865747451424158
stochastic_exploration_bonus_c0.5,uniform_step_balanced,1111,40,25,0.625,0.006714737607482426,0.008153327534253412,-0.0014385899267709869
stochastic_exploration_bonus_c0.5,uniform_step_balanced,1212,40,14,0.35,0.014175652313477552,0.012170175408716932,0.0020054769047606197
stochastic_exploration_bonus_c0.5,uniform_step_balanced,1313,40,16,0.4,0.025119241687875785,0.02203571344991379,0.003083528237961996
stochastic_exploration_bonus_c0.5,uniform_step_balanced,1414,40,21,0.525,0.017393318742091393,0.01767052757319083,-0.0002772088310994368
stochastic_exploration_bonus_c0.5,uniform_step_balanced,1515,40,19,0.475,0.01394414038900083,0.010691821308532284,0.003252319080468547
stochastic_exploration_bonus_c0.5,uniform_step_balanced,1616,40,26,0.65,0.013206115213932074,0.010540329070659347,0.002665786143272727
stochastic_exploration_bonus_c0.5,uniform_step_balanced,1717,40,21,0.525,0.00732954269467757,0.00691201190455868,0.0004175307901188906
stochastic_exploration_bonus_c0.5,uniform_step_balanced,1818,40,19,0.475,0.013816896912952051,0.010894898835503635,0.002921998077448416
stochastic_exploration_bonus_c0.5,uniform_step_balanced,1919,40,13,0.325,0.020139614163342548,0.013937003274894614,0.006202610888447934
stochastic_exploration_bonus_c0.5,uniform_step_balanced,2020,40,21,0.525,0.006307981296060279,0.00804688140667155,-0.00173890011061127
stochastic_exploration_bonus_c0.5,uniform_step_balanced,2121,40,17,0.425,0.01821181715774307,0.01560085882924854,0.0026109583284945302
stochastic_exploration_bonus_c0.5,uniform_step_balanced,2222,40,19,0.475,0.006676880218414018,0.006607220202321865,6.966001609215369e-05
stochastic_exploration_bonus_c0.5,uniform_step_balanced,2323,40,22,0.55,0.009625459028453073,0.00989988464243342,-0.0002744256139803475
stochastic_exploration_bonus_c0.5,uniform_step_balanced,2424,40,21,0.525,0.018293522134159284,0.018722927713536796,-0.000429405579377512
stochastic_exploration_bonus_c0.5,uniform_step_balanced,2525,40,13,0.325,0.00817529510551634,0.00701650290330034,0.0011587922022159997
stochastic_exploration_bonus_c0.5,uniform_step_balanced,2626,40,11,0.275,0.014853682400515595,0.008736596031496619,0.006117086369018976
stochastic_exploration_bonus_c0.5,uniform_step_balanced,2727,40,19,0.475,0.013161451373460323,0.014102489738240045,-0.000941038364779722
stochastic_exploration_bonus_c0.5,uniform_step_balanced,2828,40,17,0.425,0.013143958877933412,0.0115669965384981,0.0015769623394353127
stochastic_exploration_bonus_c0.5,uniform_step_balanced,2929,40,19,0.475,0.018067242015462878,0.018056342578459145,1.0899437003733525e-05
stochastic_exploration_bonus_c0.5,uniform_step_balanced,3030,40,15,0.375,0.015263512273478127,0.015620413024879149,-0.00035690075140102154
stochastic_exploration_bonus_c1.0,uniform_step_balanced,101,40,17,0.425,0.008352483124676346,0.0072585246865587635,0.001093958438117583
stochastic_exploration_bonus_c1.0,uniform_step_balanced,202,40,15,0.375,0.011900658308599177,0.009725198389519404,0.0021754599190797735
stochastic_exploration_bonus_c1.0,uniform_step_balanced,303,40,21,0.525,0.009328391627786306,0.009167683679002113,0.0001607079487841931
stochastic_exploration_bonus_c1.0,uniform_step_balanced,404,40,20,0.5,0.009844863705432557,0.008905758217899767,0.0009391054875327893
stochastic_exploration_bonus_c1.0,uniform_step_balanced,505,40,12,0.3,0.02162103561785979,0.01986043025305692,0.0017606053648028704
stochastic_exploration_bonus_c1.0,uniform_step_balanced,606,40,19,0.475,0.011831234188938363,0.00975122162312338,0.0020800125658149825
stochastic_exploration_bonus_c1.0,uniform_step_balanced,707,40,17,0.425,0.013958922143339238,0.011934479562188054,0.002024442581151184
stochastic_exploration_bonus_c1.0,uniform_step_balanced,808,40,22,0.55,0.011203965275472984,0.008822605734030368,0.002381359541442616
stochastic_exploration_bonus_c1.0,uniform_step_balanced,909,40,24,0.6,0.011155970848552849,0.01317380157585426,-0.0020178307273014118
stochastic_exploration_bonus_c1.0,uniform_step_balanced,1010,40,16,0.4,0.01072211047111427,0.008861721009250959,0.001860389461863312
stochastic_exploration_bonus_c1.0,uniform_step_balanced,1111,40,22,0.55,0.006371838259707058,0.008153327534253412,-0.0017814892745463542
stochastic_exploration_bonus_c1.0,uniform_step_balanced,1212,40,18,0.45,0.013053255031533501,0.012170175408716932,0.0008830796228165693
