policy_name,reveal_seed,auc_distance,mean_distance_across_budgets
stochastic_normalized_fragility,101,0.005405952335234691,4.061106487033352e-06
stochastic_normalized_fragility,202,0.017268844845705567,1.2023705853905573e-05
stochastic_normalized_fragility,303,0.012099827493018883,1.561041158782335e-05
stochastic_normalized_fragility,404,0.009335031913968988,1.7079625538090758e-05
stochastic_normalized_fragility,505,0.01894917219843688,2.6456015597062255e-05
stochastic_normalized_fragility,606,0.014024902182447339,2.0339023967484975e-05
stochastic_normalized_fragility,707,0.01183453514224716,1.537498437816522e-05
stochastic_normalized_fragility,808,0.008362417082162734,8.795731920743554e-06
stochastic_normalized_fragility,909,0.013012119264007855,1.2152778009923487e-05
stochastic_normalized_fragility,1010,0.007554456006029723,9.444531524042233e-06
uniform_step_balanced,101,0.00539649711895304,3.5325343707483655e-06
uniform_step_balanced,202,0.012639605600510704,1.1179576410248199e-05
uniform_step_balanced,303,0.00907970257512294,9.959396477099934e-06
uniform_step_balanced,404,0.007332424863556044,1.581549556843163e-05
uniform_step_balanced,505,0.027403867809493773,3.227893571068198e-05
uniform_step_balanced,606,0.009797518508068401,1.6046517506165543e-05
uniform_step_balanced,707,0.010443820733288053,1.588906869903728e-05
uniform_step_balanced,808,0.012590400646346343,9.939363255863387e-06
uniform_step_balanced,909,0.008510083406422363,9.750919422415699e-06
uniform_step_balanced,1010,0.007551689053113603,9.895445738802404e-06
