policy_name,baseline_policy,reveal_seed,budget,baseline_distance,policy_distance,difference_policy_minus_baseline,relative_difference_policy_minus_baseline,policy_better
stochastic_epsilon_greedy_eps0.2,uniform_step_balanced,101,45,3.912812991994051e-06,3.912812991994051e-06,0.0,0.0,False
stochastic_epsilon_greedy_eps0.2,uniform_step_balanced,101,90,4.1108917086020235e-06,7.095540307316358e-06,2.9846485987143347e-06,0.726034352223137,False
stochastic_epsilon_greedy_eps0.2,uniform_step_balanced,101,135,3.3737847479340068e-06,7.453479787016159e-06,4.0796950390821524e-06,1.2092339446315956,False
stochastic_epsilon_greedy_eps0.2,uniform_step_balanced,101,180,6.333847635248736e-06,9.890820976051027e-06,3.5569733408022912e-06,0.5615817660354259,False
stochastic_epsilon_greedy_eps0.2,uniform_step_balanced,101,225,2.1961787500461246e-05,2.1796242392242253e-05,-1.6554510821899284e-07,-0.007537870413121701,True
stochastic_epsilon_greedy_eps0.2,uniform_step_balanced,101,270,1.3226306204099286e-05,2.5381182815474096e-05,1.215487661137481e-05,0.9189925307798785,False
stochastic_epsilon_greedy_eps0.2,uniform_step_balanced,101,315,1.0844251870592667e-05,1.5954250382830466e-05,5.109998512237799e-06,0.4712172470002326,False
stochastic_epsilon_greedy_eps0.2,uniform_step_balanced,101,360,4.6234701779544244e-06,1.943690213143698e-06,-2.6797799648107265e-06,-0.5796036011194409,True
stochastic_epsilon_greedy_eps0.2,uniform_step_balanced,101,405,4.654623112250508e-06,4.46153219458378e-06,-1.9309091766672746e-07,-0.041483684717357944,True
stochastic_epsilon_greedy_eps0.2,uniform_step_balanced,101,450,2.835141245199885e-06,2.5426245758607395e-06,-2.925166693391456e-07,-0.10317534261631553,True
stochastic_epsilon_greedy_eps0.2,uniform_step_balanced,101,495,5.5552278045586236e-06,7.706037176300216e-06,2.1508093717415926e-06,0.38716852799027196,False
stochastic_epsilon_greedy_eps0.2,uniform_step_balanced,101,540,3.607865714325962e-06,2.0935803866140887e-06,-1.5142853277118735e-06,-0.419717763246845,True
stochastic_epsilon_greedy_eps0.2,uniform_step_balanced,101,585,3.890985822350268e-06,2.7589884105880974e-06,-1.1319974117621704e-06,-0.29092817693136985,True
stochastic_epsilon_greedy_eps0.2,uniform_step_balanced,101,630,6.252692113174225e-07,5.044619846244965e-06,4.4193506349275424e-06,7.067916594863371,False
stochastic_epsilon_greedy_eps0.2,uniform_step_balanced,101,675,2.2431057394028094e-06,4.749432997242281e-06,2.5063272578394716e-06,1.117346906038741,False
stochastic_epsilon_greedy_eps0.2,uniform_step_balanced,101,720,1.4278469613406005e-06,1.3380938923875174e-06,-8.975306895308314e-08,-0.06285902578019587,True
stochastic_epsilon_greedy_eps0.2,uniform_step_balanced,101,765,6.385076220444533e-06,9.41644418130536e-06,3.031367960860827e-06,0.4747583045531415,False
stochastic_epsilon_greedy_eps0.2,uniform_step_balanced,101,810,5.977269157978772e-06,2.1294685821735743e-06,-3.847800575805198e-06,-0.6437388837792175,True
stochastic_epsilon_greedy_eps0.2,uniform_step_balanced,101,855,4.072159218796996e-06,1.6331086978449314e-06,-2.4390505209520643e-06,-0.5989575529594868,True
stochastic_epsilon_greedy_eps0.2,uniform_step_balanced,101,900,6.92161027830137e-06,3.341084589706038e-06,-3.5805256885953323e-06,-0.5172966325220535,True
stochastic_epsilon_greedy_eps0.2,uniform_step_balanced,101,945,1.4561431278554581e-06,1.4042726060252088e-06,-5.18705218302494e-08,-0.03562185669662979,True
stochastic_epsilon_greedy_eps0.2,uniform_step_balanced,101,990,3.2551311625175415e-06,1.1908260133917522e-06,-2.0643051491257893e-06,-0.6341695759900627,True
stochastic_epsilon_greedy_eps0.2,uniform_step_balanced,101,1035,1.2968235659817953e-06,3.763967915719755e-06,2.4671443497379596e-06,1.9024518172370974,False
stochastic_epsilon_greedy_eps0.2,uniform_step_balanced,101,1080,1.6278855260884698e-06,6.009417217428335e-06,4.381531691339865e-06,2.6915477907515624,False
stochastic_epsilon_greedy_eps0.2,uniform_step_balanced,101,1125,1.581191344995879e-06,3.3759790953844895e-06,1.7947877503886104e-06,1.1350857415636109,False
stochastic_epsilon_greedy_eps0.2,uniform_step_balanced,101,1170,2.9284451148094185e-06,4.8218632403378095e-06,1.893418125528391e-06,0.6465609056332318,False
stochastic_epsilon_greedy_eps0.2,uniform_step_balanced,101,1215,7.39000206271517e-06,4.805034375714671e-06,-2.584967687000499e-06,-0.34979255283871363,True
stochastic_epsilon_greedy_eps0.2,uniform_step_balanced,101,1260,4.050158968332346e-06,2.742181528175138e-06,-1.307977440157208e-06,-0.3229447165862154,True
stochastic_epsilon_greedy_eps0.2,uniform_step_balanced,101,1305,2.649501842126327e-06,2.8598077336065714e-06,2.103058914802446e-07,0.07937563512372049,False
stochastic_epsilon_greedy_eps0.2,uniform_step_balanced,101,1350,3.3984839417497366e-06,9.200857021911002e-06,5.802373080161265e-06,1.7073416204443994,False
stochastic_epsilon_greedy_eps0.2,uniform_step_balanced,101,1395,1.2870957205549189e-06,8.06113275194465e-06,6.774037031389731e-06,5.2630405984639355,False
stochastic_epsilon_greedy_eps0.2,uniform_step_balanced,101,1440,2.9073745958980978e-06,2.4815196427181084e-06,-4.258549531799894e-07,-0.14647405730957808,True
stochastic_epsilon_greedy_eps0.2,uniform_step_balanced,101,1485,4.314892905663371e-06,3.1638306204965313e-06,-1.1510622851668394e-06,-0.26676497200105487,True
stochastic_epsilon_greedy_eps0.2,uniform_step_balanced,101,1530,8.192195840082567e-07,1.4065670680371464e-06,5.873474840288897e-07,0.7169597693882401,False
stochastic_epsilon_greedy_eps0.2,uniform_step_balanced,101,1575,2.033369543441008e-06,1.98974035866976e-06,-4.362918477124836e-08,-0.021456594012624012,True
stochastic_epsilon_greedy_eps0.2,uniform_step_balanced,101,1620,1.1314307053954197e-06,2.7517299913164586e-06,1.6202992859210389e-06,1.4320800011828971,False
stochastic_epsilon_greedy_eps0.2,uniform_step_balanced,101,1665,2.3384788485055576e-06,9.587450694422263e-07,-1.3797337790633313e-06,-0.5900133669992663,True
stochastic_epsilon_greedy_eps0.2,uniform_step_balanced,101,1710,1.6015974929071209e-06,1.6542718565721491e-06,5.267436366502823e-08,0.032888640184755145,False
stochastic_epsilon_greedy_eps0.2,uniform_step_balanced,101,1755,6.201774301619421e-07,1.3995842477511586e-06,7.794068175892165e-07,1.2567481170440145,False
stochastic_epsilon_greedy_eps0.2,uniform_step_balanced,101,1798,0.0,0.0,0.0,,False
stochastic_epsilon_greedy_eps0.2,uniform_step_balanced,202,45,2.361828347314425e-05,2.361828347314425e-05,0.0,0.0,False
stochastic_epsilon_greedy_eps0.2,uniform_step_balanced,202,90,2.4160102406734272e-05,2.5925995863040544e-05,1.7658934563062713e-06,0.07309130675762593,False
stochastic_epsilon_greedy_eps0.2,uniform_step_balanced,202,135,3.8089420319534963e-06,7.753585662816805e-06,3.944643630863309e-06,1.0356271105654542,False
stochastic_epsilon_greedy_eps0.2,uniform_step_balanced,202,180,1.0565559472077152e-05,7.960014882728108e-06,-2.6055445893490442e-06,-0.2466073468456662,True
stochastic_epsilon_greedy_eps0.2,uniform_step_balanced,202,225,1.761703956677355e-05,3.612165462344692e-05,1.8504615056673372e-05,1.050381648206877,False
stochastic_epsilon_greedy_eps0.2,uniform_step_balanced,202,270,1.1425134706278253e-05,2.3186506496413124e-05,1.176137179013487e-05,1.0294295947050718,False
stochastic_epsilon_greedy_eps0.2,uniform_step_balanced,202,315,7.866068576535035e-06,1.217597662632983e-05,4.309908049794795e-06,0.5479113241717107,False
stochastic_epsilon_greedy_eps0.2,uniform_step_balanced,202,360,2.968381204316551e-06,4.799321287959947e-06,1.8309400836433964e-06,0.6168143367101523,False
stochastic_epsilon_greedy_eps0.2,uniform_step_balanced,202,405,6.344906837409507e-06,6.956984139830817e-06,6.120773024213104e-07,0.096467500328375,False
stochastic_epsilon_greedy_eps0.2,uniform_step_balanced,202,450,3.546318948464743e-06,4.342724564245911e-06,7.964056157811679e-07,0.22457247285271517,False
stochastic_epsilon_greedy_eps0.2,uniform_step_balanced,202,495,1.436107857014154e-06,3.685956170007224e-06,2.24984831299307e-06,1.5666290675902177,False
stochastic_epsilon_greedy_eps0.2,uniform_step_balanced,202,540,3.297569745454656e-06,3.0958931916709562e-06,-2.0167655378369996e-07,-0.0611591472967901,True
stochastic_epsilon_greedy_eps0.2,uniform_step_balanced,202,585,3.1917080922352435e-06,8.194884310162159e-06,5.003176217926915e-06,1.5675544483841093,False
stochastic_epsilon_greedy_eps0.2,uniform_step_balanced,202,630,3.5258222074383615e-06,4.35530436862944e-06,8.294821611910782e-07,0.23525921399018224,False
stochastic_epsilon_greedy_eps0.2,uniform_step_balanced,202,675,6.726162318784168e-06,1.2806147439193608e-05,6.07998512040944e-06,0.9039307754185255,False
stochastic_epsilon_greedy_eps0.2,uniform_step_balanced,202,720,7.425411143035425e-06,1.834957893094828e-06,-5.590453249940597e-06,-0.7528813074793974,True
stochastic_epsilon_greedy_eps0.2,uniform_step_balanced,202,765,4.6450948734838245e-06,2.466594352392187e-06,-2.1785005210916376e-06,-0.46898945671216413,True
stochastic_epsilon_greedy_eps0.2,uniform_step_balanced,202,810,1.467966299279685e-06,2.4649380807121264e-06,9.969717814324414e-07,0.6791516821071741,False
stochastic_epsilon_greedy_eps0.2,uniform_step_balanced,202,855,1.4833983163792758e-06,1.5074176208100222e-06,2.4019304430746366e-08,0.01619208014835383,False
stochastic_epsilon_greedy_eps0.2,uniform_step_balanced,202,900,2.3509729060775897e-05,9.887489814875341e-06,-1.3622239245900556e-05,-0.5794298696801305,True
stochastic_epsilon_greedy_eps0.2,uniform_step_balanced,202,945,1.8209484413162754e-06,5.396247297827373e-06,3.575298856511098e-06,1.9634267370726255,False
stochastic_epsilon_greedy_eps0.2,uniform_step_balanced,202,990,8.626572012830364e-07,3.6900941393286874e-06,2.827436938045651e-06,3.2775903729087097,False
stochastic_epsilon_greedy_eps0.2,uniform_step_balanced,202,1035,3.236442545431002e-06,1.3410974747395007e-06,-1.895345070691501e-06,-0.5856260520883417,True
stochastic_epsilon_greedy_eps0.2,uniform_step_balanced,202,1080,3.7574488431625813e-06,1.2785606514431867e-06,-2.4788881917193945e-06,-0.6597263981997307,True
stochastic_epsilon_greedy_eps0.2,uniform_step_balanced,202,1125,1.3914820911554713e-06,1.2512448178553464e-06,-1.402372733001249e-07,-0.10078266489486287,True
stochastic_epsilon_greedy_eps0.2,uniform_step_balanced,202,1170,2.0205849722667077e-06,1.8424412714698295e-06,-1.7814370079687817e-07,-0.08816441933497862,True
stochastic_epsilon_greedy_eps0.2,uniform_step_balanced,202,1215,9.869060644927063e-06,3.253003661912203e-06,-6.61605698301486e-06,-0.6703836586935631,True
stochastic_epsilon_greedy_eps0.2,uniform_step_balanced,202,1260,1.044509538113235e-06,1.6243992720540966e-06,5.798897339408616e-07,0.5551789742278026,False
stochastic_epsilon_greedy_eps0.2,uniform_step_balanced,202,1305,5.07025933979832e-06,4.917198431132817e-06,-1.5306090866550228e-07,-0.030187984165636506,True
stochastic_epsilon_greedy_eps0.2,uniform_step_balanced,202,1350,1.4345346776819012e-06,2.6811304491006557e-06,1.2465957714187545e-06,0.8689896388096789,False
stochastic_epsilon_greedy_eps0.2,uniform_step_balanced,202,1395,2.4523414977765444e-06,1.621519345552087e-06,-8.308221522244574e-07,-0.33878729898659543,True
stochastic_epsilon_greedy_eps0.2,uniform_step_balanced,202,1440,1.7280853559274386e-06,1.3617082736775589e-06,-3.663770822498797e-07,-0.21201330188534023,True
stochastic_epsilon_greedy_eps0.2,uniform_step_balanced,202,1485,4.997705014972256e-06,1.7374647181871244e-06,-3.2602402967851316e-06,-0.6523474848991724,True
stochastic_epsilon_greedy_eps0.2,uniform_step_balanced,202,1530,6.8408013427666595e-06,1.2914336824109215e-05,6.073535481342555e-06,0.8878397686207629,False
stochastic_epsilon_greedy_eps0.2,uniform_step_balanced,202,1575,1.0984277645414595e-06,3.5650486148715386e-06,2.466620850330079e-06,2.245592227322999,False
stochastic_epsilon_greedy_eps0.2,uniform_step_balanced,202,1620,6.358983759836106e-06,2.475499739362135e-06,-3.883484020473971e-06,-0.6107082777915543,True
stochastic_epsilon_greedy_eps0.2,uniform_step_balanced,202,1665,9.57418515990959e-07,1.1308374771164704e-06,1.734189611255114e-07,0.18113182294789568,False
stochastic_epsilon_greedy_eps0.2,uniform_step_balanced,202,1710,1.7304587314518117e-06,3.070090140004787e-06,1.3396314085529751e-06,0.7741481401460859,False
stochastic_epsilon_greedy_eps0.2,uniform_step_balanced,202,1755,2.6824132715151285e-06,1.6636724282747652e-06,-1.0187408432403633e-06,-0.37978519345191725,True
stochastic_epsilon_greedy_eps0.2,uniform_step_balanced,202,1798,0.0,0.0,0.0,,False
stochastic_epsilon_greedy_eps0.2,uniform_step_balanced,303,45,3.4534796817123485e-05,3.4534796817123485e-05,0.0,0.0,False
stochastic_epsilon_greedy_eps0.2,uniform_step_balanced,303,90,5.77471568692702e-06,7.173502270881017e-06,1.3987865839539965e-06,0.2422260522921696,False
stochastic_epsilon_greedy_eps0.2,uniform_step_balanced,303,135,9.444902144690441e-06,5.0332952763647256e-06,-4.411606868325716e-06,-0.4670886792411873,True
stochastic_epsilon_greedy_eps0.2,uniform_step_balanced,303,180,1.594311687543048e-05,2.9009315778959486e-05,1.3066198903529006e-05,0.8195510956621653,False
stochastic_epsilon_greedy_eps0.2,uniform_step_balanced,303,225,1.5150948844036415e-05,1.5503261006902645e-05,3.523121628662308e-07,0.023253471877763277,False
stochastic_epsilon_greedy_eps0.2,uniform_step_balanced,303,270,5.871537075177033e-06,9.813938679095464e-06,3.942401603918431e-06,0.6714428527728513,False
