policy_name,reveal_seed,auc_distance,mean_distance_across_budgets
exploration_bonus_c1.0,707,0.011781656571997649,1.892595666433177e-05
exploration_bonus_c1.0,808,0.009104572156324603,1.0793911568644333e-05
exploration_bonus_c1.0,909,0.011242833354535086,9.315280640979639e-06
exploration_bonus_c1.0,1010,0.010335741724873296,9.074814027827528e-06
exploration_bonus_c1.0,1111,0.008154585167727938,1.0911334907476537e-05
exploration_bonus_c1.0,1212,0.01221180293221465,1.6963566048624636e-05
exploration_bonus_c1.0,1313,0.0068714990351992945,1.5028269557639421e-05
exploration_bonus_c1.0,1414,0.019123635606734572,3.009904878660773e-05
exploration_bonus_c1.0,1515,0.018912016183061327,1.8628632810013166e-05
exploration_bonus_c1.0,1616,0.007957411039867756,1.3857599323366784e-05
exploration_bonus_c1.0,1717,0.004771869093881119,7.163459934248703e-06
exploration_bonus_c1.0,1818,0.009052969585100044,1.6737793029642746e-05
exploration_bonus_c1.0,1919,0.00835159440601362,5.4031291101095755e-06
exploration_bonus_c1.0,2020,0.008149501662956053,6.47163733661521e-06
exploration_bonus_c1.0,2121,0.008474477925921348,1.4788636338186015e-05
exploration_bonus_c1.0,2222,0.007158048316616656,5.722897976457076e-06
exploration_bonus_c1.0,2323,0.008225851069531323,1.5641691547642743e-05
exploration_bonus_c1.0,2424,0.029420089122695146,2.1258000268064124e-05
exploration_bonus_c1.0,2525,0.007220787667640323,9.261304259298683e-06
exploration_bonus_c1.0,2626,0.01438111763123752,1.0391559151392001e-05
exploration_bonus_c1.0,2727,0.025427190725550608,2.0580030202062815e-05
exploration_bonus_c1.0,2828,0.013651359731521574,2.8133895029066208e-05
exploration_bonus_c1.0,2929,0.07781060208687272,4.870443755623708e-05
exploration_bonus_c1.0,3030,0.00605393586253262,6.385974376105131e-06
greedy_loo_fragility,101,0.00559340764534492,4.684248332674621e-06
greedy_loo_fragility,202,0.015639427726287,1.0488002240080798e-05
greedy_loo_fragility,303,0.051748939005200924,3.474931435193608e-05
greedy_loo_fragility,404,0.008431516310608376,1.7165925543387393e-05
greedy_loo_fragility,505,0.041763841258652436,3.56474316094845e-05
greedy_loo_fragility,606,0.006580682588760904,1.4622496102279105e-05
greedy_loo_fragility,707,0.0237516598974002,2.3227366163020077e-05
greedy_loo_fragility,808,0.013430640436106978,1.2416864225993836e-05
greedy_loo_fragility,909,0.0065235278325575545,7.272738475492677e-06
greedy_loo_fragility,1010,0.008387483489323335,8.000883501920076e-06
greedy_loo_fragility,1111,0.009154388145253831,1.0954731009798042e-05
greedy_loo_fragility,1212,0.008456383298413089,1.5049763270614545e-05
greedy_loo_fragility,1313,0.007463933535808956,1.405592547113395e-05
greedy_loo_fragility,1414,0.014060009651119146,2.7807057892683885e-05
greedy_loo_fragility,1515,0.0070461203492489,1.4997107260598626e-05
greedy_loo_fragility,1616,0.01564327760427013,1.8625707435660466e-05
greedy_loo_fragility,1717,0.004147507423000343,6.978125232166387e-06
greedy_loo_fragility,1818,0.015563198849934585,1.8289469750697857e-05
greedy_loo_fragility,1919,0.005767067645087712,4.86811523686276e-06
greedy_loo_fragility,2020,0.008798370873815718,6.053100518591249e-06
greedy_loo_fragility,2121,0.018762445545923555,1.826033327615053e-05
greedy_loo_fragility,2222,0.004906283669676638,4.770314306524986e-06
greedy_loo_fragility,2323,0.01003954639665133,1.5882969995206134e-05
greedy_loo_fragility,2424,0.024412834560970705,2.027976162675253e-05
greedy_loo_fragility,2525,0.009470254670088017,9.638169677415147e-06
greedy_loo_fragility,2626,0.0069604829077420894,7.983720304731247e-06
greedy_loo_fragility,2727,0.01698023107937325,1.80944992195365e-05
greedy_loo_fragility,2828,0.009579053810611584,2.5937111982453105e-05
greedy_loo_fragility,2929,0.045907860718970225,3.525841783007701e-05
greedy_loo_fragility,3030,0.01706491976388403,1.1152512060011112e-05
uniform_step_balanced,101,0.00539649711895304,3.5325343707483655e-06
uniform_step_balanced,202,0.012639605600510704,1.1179576410248199e-05
uniform_step_balanced,303,0.00907970257512294,9.959396477099934e-06
uniform_step_balanced,404,0.007332424863556044,1.581549556843163e-05
uniform_step_balanced,505,0.027403867809493773,3.227893571068198e-05
uniform_step_balanced,606,0.009797518508068401,1.6046517506165543e-05
uniform_step_balanced,707,0.010443820733288053,1.588906869903728e-05
uniform_step_balanced,808,0.012590400646346343,9.939363255863387e-06
uniform_step_balanced,909,0.008510083406422363,9.750919422415699e-06
uniform_step_balanced,1010,0.007551689053113603,9.895445738802404e-06
uniform_step_balanced,1111,0.009861612140035336,1.137015821876603e-05
uniform_step_balanced,1212,0.013260948023792645,1.842022387585146e-05
uniform_step_balanced,1313,0.024981355422110326,3.5598000509934475e-05
uniform_step_balanced,1414,0.017879879056773403,3.377173542281643e-05
uniform_step_balanced,1515,0.009199048334478807,1.8498661456589793e-05
uniform_step_balanced,1616,0.01115980844332495,1.4942571066418978e-05
uniform_step_balanced,1717,0.0088329001787965,8.685698907587944e-06
uniform_step_balanced,1818,0.009314648468348835,1.775773708160249e-05
uniform_step_balanced,1919,0.013085732735178402,1.070133319406875e-05
uniform_step_balanced,2020,0.0051155120706784935,5.862324424823852e-06
uniform_step_balanced,2121,0.012362971710702622,2.2051516260451977e-05
uniform_step_balanced,2222,0.005792671324515204,6.880049550053698e-06
uniform_step_balanced,2323,0.010936734073130951,1.616357464467099e-05
uniform_step_balanced,2424,0.018874310810656693,2.2748083844476297e-05
uniform_step_balanced,2525,0.0043640965954638376,8.29022152626022e-06
uniform_step_balanced,2626,0.007441626030346719,1.218733060545037e-05
uniform_step_balanced,2727,0.013773174718225308,1.1264127758684218e-05
uniform_step_balanced,2828,0.00795966243564795,2.5239870780200388e-05
uniform_step_balanced,2929,0.01765982706993635,1.1351933008964896e-05
uniform_step_balanced,3030,0.019431712868937055,1.8990283612907844e-05
