policy_name,budget,n_seeds,policy_wins,policy_win_fraction,mean_policy_minus_baseline_distance,median_policy_minus_baseline_distance,mean_relative_difference_policy_minus_baseline
exploration_bonus_c0.5,1665,30,9,0.3,1.8098636415460133e-06,1.8791074000452418e-06,1.0294453656841072
exploration_bonus_c0.5,1710,30,16,0.5333333333333333,-5.506057652109766e-08,-4.34413275122784e-08,0.5996769842323552
exploration_bonus_c0.5,1755,30,17,0.5666666666666667,4.031557443475024e-07,-4.369241634374316e-07,0.8726487453766723
exploration_bonus_c0.5,1798,30,0,0.0,0.0,0.0,
exploration_bonus_c1.0,45,30,0,0.0,0.0,0.0,0.0
exploration_bonus_c1.0,90,30,7,0.23333333333333334,2.419548551275029e-05,1.0368299554892596e-05,2.082224423331872
exploration_bonus_c1.0,135,30,2,0.06666666666666667,3.610044393194674e-05,3.0236934645172753e-05,4.295189648212356
exploration_bonus_c1.0,180,30,4,0.13333333333333333,2.9309914103598317e-05,2.7388697930817993e-05,7.792310638272304
exploration_bonus_c1.0,225,30,3,0.1,3.120703210330138e-05,3.012784720111203e-05,3.868023515116564
exploration_bonus_c1.0,270,30,5,0.16666666666666666,3.0437088923404247e-05,2.588580724843337e-05,7.209052455137364
exploration_bonus_c1.0,315,30,4,0.13333333333333333,2.7181685759772846e-05,1.7877949805251134e-05,5.202865134623561
exploration_bonus_c1.0,360,30,3,0.1,2.397742477482151e-05,2.2746758479796753e-05,5.065474765058088
exploration_bonus_c1.0,405,30,3,0.1,2.6607715622481955e-05,2.268423336082858e-05,4.525641612607754
exploration_bonus_c1.0,450,30,3,0.1,2.7525075347531784e-05,2.2283978402123927e-05,6.075253827680199
exploration_bonus_c1.0,495,30,3,0.1,2.587017373842537e-05,1.8598584454333878e-05,7.507283689394291
exploration_bonus_c1.0,540,30,3,0.1,2.4313826547677337e-05,1.2153607443152762e-05,9.307786056072384
exploration_bonus_c1.0,585,30,6,0.2,2.440416909653895e-05,7.3180399649838065e-06,5.929398761395798
exploration_bonus_c1.0,630,30,3,0.1,2.09595954070574e-05,6.456003555982487e-06,4.911736373535126
exploration_bonus_c1.0,675,30,2,0.06666666666666667,2.151099603614886e-05,9.240528081565774e-06,5.649690741601565
exploration_bonus_c1.0,720,30,5,0.16666666666666666,2.313656880980027e-05,1.5073488539525336e-05,6.416154057703581
exploration_bonus_c1.0,765,30,2,0.06666666666666667,2.2150661068572038e-05,1.0536720247660214e-05,7.063262245471291
exploration_bonus_c1.0,810,30,5,0.16666666666666666,2.0967506125288667e-05,1.0584185746300958e-05,7.6261788149592835
exploration_bonus_c1.0,855,30,3,0.1,2.2831169005790647e-05,1.2547124231268871e-05,7.027594639475751
exploration_bonus_c1.0,900,30,5,0.16666666666666666,1.7774300842846406e-05,7.616160936496384e-06,5.167312443929501
exploration_bonus_c1.0,945,30,1,0.03333333333333333,1.9306997548758293e-05,9.981389513910955e-06,7.627472843241847
exploration_bonus_c1.0,990,30,5,0.16666666666666666,1.5914425355969102e-05,8.793519379343104e-06,5.181644481896421
exploration_bonus_c1.0,1035,30,5,0.16666666666666666,1.4349114229403286e-05,6.382550802867303e-06,5.0500268293128885
exploration_bonus_c1.0,1080,30,3,0.1,1.6926319243285775e-05,9.18568319814462e-06,11.252837875982097
exploration_bonus_c1.0,1125,30,5,0.16666666666666666,1.6612330709069832e-05,1.0820490655763775e-05,6.209830576140328
exploration_bonus_c1.0,1170,30,3,0.1,1.469731111907335e-05,4.483580221946665e-06,5.090673770093887
exploration_bonus_c1.0,1215,30,6,0.2,1.1303422849669154e-05,4.193769061708316e-06,4.8726614841644285
exploration_bonus_c1.0,1260,30,5,0.16666666666666666,1.3895353108184583e-05,7.129080833908757e-06,7.921220362593141
exploration_bonus_c1.0,1305,30,3,0.1,9.827832729861238e-06,5.242642710983834e-06,5.3708987635277285
exploration_bonus_c1.0,1350,30,4,0.13333333333333333,6.7150285208480166e-06,4.233058979300153e-06,2.944526980761012
exploration_bonus_c1.0,1395,30,10,0.3333333333333333,5.845233995451664e-06,3.6332683387810526e-06,4.216313582857645
exploration_bonus_c1.0,1440,30,5,0.16666666666666666,7.115646013234955e-06,5.229779062957355e-06,4.0979692978593985
exploration_bonus_c1.0,1485,30,5,0.16666666666666666,6.446899660849233e-06,3.2232870329867143e-06,2.8438957922453203
exploration_bonus_c1.0,1530,30,9,0.3,3.0283212438366546e-06,2.0048949727332366e-06,2.0721470199222596
exploration_bonus_c1.0,1575,30,3,0.1,3.84124858614045e-06,2.2680241206558385e-06,1.9554761557054414
exploration_bonus_c1.0,1620,30,5,0.16666666666666666,3.5365733851659313e-06,2.152031926006124e-06,1.3127875954683406
exploration_bonus_c1.0,1665,30,7,0.23333333333333334,1.840750056114235e-06,1.4915353198277154e-06,0.9497720465101995
exploration_bonus_c1.0,1710,30,16,0.5333333333333333,-1.7359615453750436e-07,-8.436094423341452e-08,0.5677445559016826
exploration_bonus_c1.0,1755,30,17,0.5666666666666667,4.09925036707271e-07,-4.369241634374316e-07,0.8976831589603406
exploration_bonus_c1.0,1798,30,0,0.0,0.0,0.0,
greedy_loo_fragility,45,30,0,0.0,0.0,0.0,0.0
greedy_loo_fragility,90,30,7,0.23333333333333334,2.207040542956883e-05,1.696025365341676e-05,1.765319003196059
greedy_loo_fragility,135,30,5,0.16666666666666666,2.9378083201046895e-05,1.9720477232664114e-05,3.1543782246350935
greedy_loo_fragility,180,30,5,0.16666666666666666,2.8513307966022444e-05,2.047294229572187e-05,4.559229722271316
greedy_loo_fragility,225,30,5,0.16666666666666666,3.2998332565400814e-05,2.0110924205028374e-05,4.569002368071081
greedy_loo_fragility,270,30,3,0.1,3.4577653323174366e-05,2.4082764889133003e-05,8.661733476249275
greedy_loo_fragility,315,30,4,0.13333333333333333,3.309179515976944e-05,2.4105914700374065e-05,6.147445863520496
greedy_loo_fragility,360,30,6,0.2,3.25826794718929e-05,2.4095315801356188e-05,6.506978826367809
greedy_loo_fragility,405,30,2,0.06666666666666667,3.5595171840503856e-05,2.9067992274336043e-05,7.189319555971719
greedy_loo_fragility,450,30,2,0.06666666666666667,4.046148057580136e-05,3.0974737660601925e-05,9.011069942483209
greedy_loo_fragility,495,30,3,0.1,3.840340539276476e-05,2.355135477317012e-05,9.303267765568359
greedy_loo_fragility,540,30,1,0.03333333333333333,3.8063516616354715e-05,2.5667136308542683e-05,10.119342785011899
greedy_loo_fragility,585,30,2,0.06666666666666667,3.8025468369267066e-05,2.387543925975116e-05,8.42609774338854
