policy_name,c,average_auc,median_auc,average_distance_across_all_budgets_and_seeds,win_fraction_vs_uniform,mean_l1_imbalance_at_1798,median_l1_imbalance_at_1798,max_l1_imbalance_at_1798,mean_max_min_ratio_at_1798,min_step_count_at_1798_mean,max_step_count_at_1798_mean
exploration_bonus_c0.25,0.25,0.017136766196716127,0.012900297607094317,1.6101389302707788e-05,0.2857142857142857,0.0,0.0,0.0,1.0050251256281406,199.0,200.0
exploration_bonus_c0.5,0.5,0.010174913982753855,0.009076273620100068,1.3396623926974605e-05,0.35714285714285715,0.0,0.0,0.0,1.0050251256281406,199.0,200.0
exploration_bonus_c1.0,1.0,0.009408920881175075,0.00856121108155009,1.3003221417521319e-05,0.38571428571428573,0.0,0.0,0.0,1.0050251256281406,199.0,200.0
