policy_name,budget,n_seeds,policy_wins,policy_win_fraction,mean_policy_minus_baseline_distance,median_policy_minus_baseline_distance,mean_relative_difference_policy_minus_baseline
softmax_normalized_fragility_temp0.25,45,30,0,0.0,0.0,0.0,0.0
softmax_normalized_fragility_temp0.25,90,30,8,0.26666666666666666,2.3713529353936195e-05,1.5295541076324504e-05,2.3278452671112797
softmax_normalized_fragility_temp0.25,135,30,8,0.26666666666666666,8.474547993760897e-06,7.826043107065034e-06,1.373597971992363
softmax_normalized_fragility_temp0.25,180,30,8,0.26666666666666666,1.2916839584992297e-05,6.755827132102446e-06,3.4914669344005733
softmax_normalized_fragility_temp0.25,225,30,10,0.3333333333333333,1.1613923756137268e-05,7.294998539851091e-06,1.7929514377174656
softmax_normalized_fragility_temp0.25,270,30,13,0.43333333333333335,5.497799676047033e-06,2.625894264934288e-06,1.2373362329546063
softmax_normalized_fragility_temp0.25,315,30,11,0.36666666666666664,5.066519597762143e-06,2.7213110359100632e-06,1.0742919136133262
softmax_normalized_fragility_temp0.25,360,30,10,0.3333333333333333,4.353567530254805e-06,2.544358155828005e-06,0.9086187611417877
softmax_normalized_fragility_temp0.25,405,30,10,0.3333333333333333,5.916786239143238e-06,1.945417527538994e-06,1.2407150874885884
softmax_normalized_fragility_temp0.25,450,30,12,0.4,1.1398011775241114e-06,1.6599858822280514e-06,0.663426271510991
softmax_normalized_fragility_temp0.25,495,30,6,0.2,3.046761377693095e-06,3.0031885875604047e-06,1.1796859086591478
softmax_normalized_fragility_temp0.25,540,30,10,0.3333333333333333,5.102747640727373e-06,2.888361323172616e-06,1.5958872327139686
softmax_normalized_fragility_temp0.25,585,30,9,0.3,4.524129924002898e-06,1.564560773016989e-06,1.1047703403048241
softmax_normalized_fragility_temp0.25,630,30,8,0.26666666666666666,3.4975203273779102e-06,2.1673985055271033e-06,0.8794861860018462
softmax_normalized_fragility_temp0.25,675,30,8,0.26666666666666666,3.1738736529096257e-06,2.166949895446186e-06,1.0762164376452823
softmax_normalized_fragility_temp0.25,720,30,12,0.4,2.3279677959097974e-06,9.986060606325543e-07,0.8876048227475162
softmax_normalized_fragility_temp0.25,765,30,12,0.4,1.1667959480365413e-06,6.338713255619043e-07,0.8128508654516333
