policy_name,budget,n_seeds,policy_wins,policy_win_fraction,mean_policy_minus_baseline_distance,median_policy_minus_baseline_distance,mean_relative_difference_policy_minus_baseline
stochastic_exploration_bonus_c1.0,1170,30,18,0.6,-3.2741765707781626e-07,-5.830025352587893e-07,0.18896968169884285
stochastic_exploration_bonus_c1.0,1215,30,16,0.5333333333333333,4.4934799620108437e-07,-3.441819564646426e-07,0.7642448155241425
stochastic_exploration_bonus_c1.0,1260,30,20,0.6666666666666666,-3.299330051900187e-07,-8.134264276729174e-07,0.26995485090464794
stochastic_exploration_bonus_c1.0,1305,30,13,0.43333333333333335,7.509836665719681e-07,7.90164822972993e-07,0.6062712940163073
stochastic_exploration_bonus_c1.0,1350,30,13,0.43333333333333335,-7.594946736202685e-08,6.064553226918705e-07,0.3224632931842548
stochastic_exploration_bonus_c1.0,1395,30,19,0.6333333333333333,-2.357282775714693e-06,-1.0709120377312007e-06,0.11571899277335031
stochastic_exploration_bonus_c1.0,1440,30,15,0.5,-1.1374142184856163e-06,3.747641292431258e-08,0.3508573801436861
stochastic_exploration_bonus_c1.0,1485,30,11,0.36666666666666664,6.743901429618395e-07,3.422755827248053e-07,0.42336099320399556
stochastic_exploration_bonus_c1.0,1530,30,18,0.6,-8.758028855730098e-07,-5.762449216065185e-07,0.45980886497425577
stochastic_exploration_bonus_c1.0,1575,30,15,0.5,9.397874851091758e-08,4.925289109932028e-08,0.7299593990227456
stochastic_exploration_bonus_c1.0,1620,30,18,0.6,-2.6903506966512795e-07,-1.8834114301477842e-07,0.21169013970586187
stochastic_exploration_bonus_c1.0,1665,30,19,0.6333333333333333,-4.095270650030726e-07,-7.856474471211267e-07,0.39596358400412923
stochastic_exploration_bonus_c1.0,1710,30,10,0.3333333333333333,3.2726427426195275e-07,5.832318469925605e-07,0.6089792882345729
stochastic_exploration_bonus_c1.0,1755,30,18,0.6,-4.5412898861785684e-07,-4.7555321490812674e-07,0.4047202911344986
stochastic_exploration_bonus_c1.0,1798,30,0,0.0,0.0,0.0,
stochastic_normalized_fragility,45,30,0,0.0,0.0,0.0,0.0
stochastic_normalized_fragility,90,30,10,0.3333333333333333,1.4559518320275225e-05,1.5649759394133658e-05,1.1376645887633416
stochastic_normalized_fragility,135,30,10,0.3333333333333333,8.530869103206376e-06,4.6062759905144275e-06,1.487839211749614
stochastic_normalized_fragility,180,30,10,0.3333333333333333,7.610352189298479e-06,3.848051305600901e-06,1.2846217573610588
stochastic_normalized_fragility,225,30,14,0.4666666666666667,1.5718971651909633e-06,3.093435487957262e-07,0.31370305336129095
stochastic_normalized_fragility,270,30,12,0.4,1.3722943785810397e-06,1.581933126104986e-06,0.3268832356053805
stochastic_normalized_fragility,315,30,12,0.4,-6.050487704586044e-08,1.089611172944125e-06,0.40711398000706267
stochastic_normalized_fragility,360,30,20,0.6666666666666666,-1.0775401342102384e-06,-1.2095098459195234e-06,0.1930869292856694
stochastic_normalized_fragility,405,30,14,0.4666666666666667,1.4822921063886693e-06,3.280081446163597e-07,0.2656864287112391
stochastic_normalized_fragility,450,30,13,0.43333333333333335,8.360728195596022e-07,7.082252660851012e-07,0.3407774217140105
stochastic_normalized_fragility,495,30,13,0.43333333333333335,7.826135237388416e-07,5.305242527555351e-07,0.3935496308420467
stochastic_normalized_fragility,540,30,10,0.3333333333333333,1.3446984980120214e-06,2.1549812702844753e-06,0.6168964763911232
stochastic_normalized_fragility,585,30,11,0.36666666666666664,7.65814943043159e-07,7.759398191424157e-07,0.28024638520380185
stochastic_normalized_fragility,630,30,11,0.36666666666666664,6.103405906584391e-07,9.848420763292566e-07,0.2619292501789626
stochastic_normalized_fragility,675,30,17,0.5666666666666667,-3.830699311367697e-07,-3.375588912009281e-07,0.10805758737391664
