policy_name,baseline_policy,reveal_seed,n_budgets,policy_wins,policy_win_fraction,policy_auc,baseline_auc,policy_minus_baseline_auc
epsilon_greedy_eps0.2,uniform_step_balanced,101,7,0,0.0,0.01078960532457526,0.00539649711895304,0.0053931082056222195
epsilon_greedy_eps0.2,uniform_step_balanced,202,7,3,0.42857142857142855,0.009642090310735561,0.012639605600510704,-0.0029975152897751423
epsilon_greedy_eps0.2,uniform_step_balanced,303,7,2,0.2857142857142857,0.009675856424163548,0.00907970257512294,0.0005961538490406072
epsilon_greedy_eps0.2,uniform_step_balanced,404,7,2,0.2857142857142857,0.01020564087780524,0.007332424863556044,0.002873216014249196
epsilon_greedy_eps0.2,uniform_step_balanced,505,7,3,0.42857142857142855,0.022109355578899488,0.027403867809493773,-0.0052945122305942845
epsilon_greedy_eps0.2,uniform_step_balanced,606,7,3,0.42857142857142855,0.00814288187572999,0.009797518508068401,-0.0016546366323384118
epsilon_greedy_eps0.2,uniform_step_balanced,707,7,4,0.5714285714285714,0.007097027652237883,0.010443820733288053,-0.00334679308105017
epsilon_greedy_eps0.2,uniform_step_balanced,808,7,5,0.7142857142857143,0.006104635149142807,0.012590400646346343,-0.006485765497203535
epsilon_greedy_eps0.2,uniform_step_balanced,909,7,2,0.2857142857142857,0.013765505805182604,0.008510083406422363,0.005255422398760241
epsilon_greedy_eps0.2,uniform_step_balanced,1010,7,3,0.42857142857142855,0.005664169918906012,0.007551689053113603,-0.001887519134207591
exploration_bonus_c0.25,uniform_step_balanced,101,7,2,0.2857142857142857,0.008090098455937939,0.00539649711895304,0.0026936013369848986
exploration_bonus_c0.25,uniform_step_balanced,202,7,3,0.42857142857142855,0.014312567279175993,0.012639605600510704,0.0016729616786652895
exploration_bonus_c0.25,uniform_step_balanced,303,7,3,0.42857142857142855,0.011488027935012642,0.00907970257512294,0.0024083253598897007
exploration_bonus_c0.25,uniform_step_balanced,404,7,0,0.0,0.028286759902906997,0.007332424863556044,0.020954335039350954
exploration_bonus_c0.25,uniform_step_balanced,505,7,2,0.2857142857142857,0.04396982873403848,0.027403867809493773,0.016565960924544706
exploration_bonus_c0.25,uniform_step_balanced,606,7,3,0.42857142857142855,0.007693434423021628,0.009797518508068401,-0.0021040840850467734
exploration_bonus_c0.25,uniform_step_balanced,707,7,0,0.0,0.023727514586987814,0.010443820733288053,0.013283693853699761
exploration_bonus_c0.25,uniform_step_balanced,808,7,3,0.42857142857142855,0.007730342271455954,0.012590400646346343,-0.004860058374890388
exploration_bonus_c0.25,uniform_step_balanced,909,7,1,0.14285714285714285,0.019343599265764132,0.008510083406422363,0.01083351585934177
exploration_bonus_c0.25,uniform_step_balanced,1010,7,3,0.42857142857142855,0.006725489112859714,0.007551689053113603,-0.0008261999402538892
exploration_bonus_c0.5,uniform_step_balanced,101,7,3,0.42857142857142855,0.0044726860393886,0.00539649711895304,-0.0009238110795644402
exploration_bonus_c0.5,uniform_step_balanced,202,7,4,0.5714285714285714,0.011462026911780497,0.012639605600510704,-0.0011775786887302069
exploration_bonus_c0.5,uniform_step_balanced,303,7,1,0.14285714285714285,0.01833666144157886,0.00907970257512294,0.00925695886645592
exploration_bonus_c0.5,uniform_step_balanced,404,7,1,0.14285714285714285,0.012466592273797195,0.007332424863556044,0.005134167410241151
exploration_bonus_c0.5,uniform_step_balanced,505,7,3,0.42857142857142855,0.010725051367856203,0.027403867809493773,-0.01667881644163757
exploration_bonus_c0.5,uniform_step_balanced,606,7,4,0.5714285714285714,0.0056839338759923546,0.009797518508068401,-0.004113584632076047
exploration_bonus_c0.5,uniform_step_balanced,707,7,2,0.2857142857142857,0.007427495872343934,0.010443820733288053,-0.003016324860944119
exploration_bonus_c0.5,uniform_step_balanced,808,7,3,0.42857142857142855,0.007327662402578977,0.012590400646346343,-0.005262738243767366
exploration_bonus_c0.5,uniform_step_balanced,909,7,1,0.14285714285714285,0.016671723712397717,0.008510083406422363,0.008161640305975354
exploration_bonus_c0.5,uniform_step_balanced,1010,7,3,0.42857142857142855,0.007175305929824204,0.007551689053113603,-0.0003763831232893996
exploration_bonus_c1.0,uniform_step_balanced,101,7,2,0.2857142857142857,0.0046436848398074436,0.00539649711895304,-0.0007528122791455967
exploration_bonus_c1.0,uniform_step_balanced,202,7,4,0.5714285714285714,0.0063308084757911325,0.012639605600510704,-0.006308797124719571
